#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux)
70,01/29/2024 09:09:00,22.31,98.32
71,01/29/2024 09:10:00,22.26,99.20
72,01/29/2024 09:11:00,22.31,99.20
73,01/29/2024 09:12:00,22.31,98.32
74,01/29/2024 09:13:00,22.26,98.32
75,01/29/2024 09:14:00,22.31,98.32
76,01/29/2024 09:15:00,22.26,98.32
77,01/29/2024 09:16:00,22.26,98.32
78,01/29/2024 09:17:00,22.31,98.32
79,01/29/2024 09:18:00,22.22,98.32
80,01/29/2024 09:19:00,22.26,97.44
81,01/29/2024 09:20:00,22.31,97.44
82,01/29/2024 09:21:00,22.26,97.44
83,01/29/2024 09:22:00,22.26,96.60
84,01/29/2024 09:23:00,22.31,96.60
85,01/29/2024 09:24:00,22.26,96.60
86,01/29/2024 09:25:00,22.31,96.60
87,01/29/2024 09:26:00,22.31,96.60
88,01/29/2024 09:27:00,22.31,96.60
89,01/29/2024 09:28:00,22.31,96.60
90,01/29/2024 09:29:00,22.31,97.44
91,01/29/2024 09:30:00,22.31,97.44
92,01/29/2024 09:31:00,22.39,97.44
93,01/29/2024 09:32:00,22.35,97.44
94,01/29/2024 09:33:00,22.31,98.32
95,01/29/2024 09:34:00,22.26,98.32
96,01/29/2024 09:35:00,22.26,98.32
97,01/29/2024 09:36:00,22.31,98.32
98,01/29/2024 09:37:00,22.26,98.32
99,01/29/2024 09:38:00,22.31,99.20
100,01/29/2024 09:39:00,22.26,98.32
101,01/29/2024 09:40:00,22.26,98.32
102,01/29/2024 09:41:00,22.31,97.44
103,01/29/2024 09:42:00,22.31,97.44
104,01/29/2024 09:43:00,22.26,97.44
105,01/29/2024 09:44:00,22.26,96.60
106,01/29/2024 09:45:00,22.26,93.12
107,01/29/2024 09:46:00,22.26,92.28
108,01/29/2024 09:47:00,22.26,91.40
109,01/29/2024 09:48:00,22.26,96.60
110,01/29/2024 09:49:00,22.31,94.00
111,01/29/2024 09:50:00,22.26,94.00
112,01/29/2024 09:51:00,22.31,93.12
113,01/29/2024 09:52:00,22.31,92.28
114,01/29/2024 09:53:00,22.31,92.28
115,01/29/2024 09:54:00,22.31,92.28
116,01/29/2024 09:55:00,22.26,92.28
117,01/29/2024 09:56:00,22.31,92.28
118,01/29/2024 09:57:00,22.31,92.28
119,01/29/2024 09:58:00,22.22,93.12
120,01/29/2024 09:59:00,22.31,94.84
121,01/29/2024 10:00:00,22.26,93.12
122,01/29/2024 10:01:00,22.26,94.84
123,01/29/2024 10:02:00,22.26,96.60
124,01/29/2024 10:03:00,22.26,95.72
125,01/29/2024 10:04:00,22.22,97.44
126,01/29/2024 10:05:00,22.18,93.12
127,01/29/2024 10:06:00,22.22,93.12
128,01/29/2024 10:07:00,22.26,92.28
129,01/29/2024 10:08:00,22.26,92.28
130,01/29/2024 10:09:00,22.26,92.28
131,01/29/2024 10:10:00,22.22,95.72
132,01/29/2024 10:11:00,22.22,95.72
133,01/29/2024 10:12:00,22.22,95.72
134,01/29/2024 10:13:00,22.22,94.00
135,01/29/2024 10:14:00,22.22,92.28
136,01/29/2024 10:15:00,22.26,92.28
137,01/29/2024 10:16:00,22.22,92.28
138,01/29/2024 10:17:00,22.26,92.28
139,01/29/2024 10:18:00,22.26,92.28
140,01/29/2024 10:19:00,22.22,92.28
141,01/29/2024 10:20:00,22.26,92.28
142,01/29/2024 10:21:00,22.22,92.28
143,01/29/2024 10:22:00,22.22,92.28
144,01/29/2024 10:23:00,22.22,92.28
145,01/29/2024 10:24:00,22.22,92.28
146,01/29/2024 10:25:00,22.22,92.28
147,01/29/2024 10:26:00,22.22,92.28
148,01/29/2024 10:27:00,22.22,92.28
149,01/29/2024 10:28:00,22.22,94.84
150,01/29/2024 10:29:00,22.22,93.12
151,01/29/2024 10:30:00,22.22,92.28
152,01/29/2024 10:31:00,22.18,92.28
153,01/29/2024 10:32:00,22.22,93.12
154,01/29/2024 10:33:00,22.18,93.12
155,01/29/2024 10:34:00,22.22,95.72
156,01/29/2024 10:35:00,22.18,92.28
157,01/29/2024 10:36:00,22.18,92.28
158,01/29/2024 10:37:00,22.22,91.40
159,01/29/2024 10:38:00,22.22,91.40
160,01/29/2024 10:39:00,22.22,91.40
161,01/29/2024 10:40:00,22.18,91.40
162,01/29/2024 10:41:00,22.18,92.28
163,01/29/2024 10:42:00,22.22,92.28
164,01/29/2024 10:43:00,22.22,92.28
165,01/29/2024 10:44:00,22.22,74.84
166,01/29/2024 10:45:00,22.26,41.74
167,01/29/2024 10:46:00,22.18,31.73
168,01/29/2024 10:47:00,22.22,81.00
169,01/29/2024 10:48:00,22.22,82.72
170,01/29/2024 10:49:00,22.26,82.72
171,01/29/2024 10:50:00,22.22,82.64
172,01/29/2024 10:51:00,22.26,117.84
173,01/29/2024 10:52:00,23.89,13.51
174,01/29/2024 10:53:00,25.35,460.00
175,01/29/2024 10:54:00,25.87,927.04
176,01/29/2024 10:55:00,25.91,1815.04
177,01/29/2024 10:56:00,25.95,1505.92
178,01/29/2024 10:57:00,25.95,27136.00
179,01/29/2024 10:58:00,26.25,2354.56
180,01/29/2024 10:59:00,26.17,1416.96
181,01/29/2024 11:00:00,25.95,564.80
182,01/29/2024 11:01:00,25.78,622.08
183,01/29/2024 11:02:00,25.69,367.68
184,01/29/2024 11:03:00,25.39,398.88
185,01/29/2024 11:04:00,25.22,496.80
186,01/29/2024 11:05:00,25.01,641.12
187,01/29/2024 11:06:00,25.22,6064.64
188,01/29/2024 11:07:00,25.01,717.76
189,01/29/2024 11:08:00,25.18,19558.40
190,01/29/2024 11:09:00,25.01,14801.92
191,01/29/2024 11:10:00,24.97,992.96
192,01/29/2024 11:11:00,24.84,1909.12
193,01/29/2024 11:12:00,25.31,28200.96
194,01/29/2024 11:13:00,25.87,30494.72
195,01/29/2024 11:14:00,25.61,494.72
196,01/29/2024 11:15:00,25.14,317.92
197,01/29/2024 11:16:00,24.75,430.08
198,01/29/2024 11:17:00,24.36,296.32
199,01/29/2024 11:18:00,24.02,404.96
200,01/29/2024 11:19:00,23.68,113.40
201,01/29/2024 11:20:00,23.85,344.16
202,01/29/2024 11:21:00,24.66,272.00
203,01/29/2024 11:22:00,25.57,377.28
204,01/29/2024 11:23:00,26.30,181.28
205,01/29/2024 11:24:00,26.81,565.76
206,01/29/2024 11:25:00,27.41,339.20
207,01/29/2024 11:26:00,28.05,613.76
208,01/29/2024 11:27:00,28.61,901.76
209,01/29/2024 11:28:00,29.04,945.92
210,01/29/2024 11:29:00,29.34,301.52
211,01/29/2024 11:30:00,29.73,944.32
212,01/29/2024 11:31:00,30.16,6448.64
213,01/29/2024 11:32:00,30.89,24453.12
214,01/29/2024 11:33:00,33.63,89047.04
215,01/29/2024 11:34:00,32.73,2944.00
216,01/29/2024 11:35:00,32.52,63201.28
217,01/29/2024 11:36:00,32.22,31508.48
218,01/29/2024 11:37:00,32.56,35778.56
219,01/29/2024 11:38:00,32.69,30412.80
220,01/29/2024 11:39:00,32.64,34017.28
221,01/29/2024 11:40:00,32.82,41922.56
222,01/29/2024 11:41:00,32.99,50421.76
223,01/29/2024 11:42:00,32.90,46182.40
224,01/29/2024 11:43:00,33.03,46899.20
225,01/29/2024 11:44:00,33.12,49520.64
226,01/29/2024 11:45:00,32.99,45977.60
227,01/29/2024 11:46:00,32.90,45117.44
228,01/29/2024 11:47:00,32.99,44687.36
229,01/29/2024 11:48:00,33.12,45793.28
230,01/29/2024 11:49:00,33.03,49152.00
231,01/29/2024 11:50:00,32.99,45547.52
232,01/29/2024 11:51:00,32.90,38246.40
233,01/29/2024 11:52:00,32.60,14832.64
234,01/29/2024 11:53:00,32.77,36239.36
235,01/29/2024 11:54:00,32.86,37734.40
236,01/29/2024 11:55:00,32.82,33443.84
237,01/29/2024 11:56:00,32.69,30976.00
238,01/29/2024 11:57:00,33.03,33361.92
239,01/29/2024 11:58:00,33.12,28569.60
240,01/29/2024 11:59:00,33.16,29470.72
241,01/29/2024 12:00:00,33.12,27043.84
242,01/29/2024 12:01:00,33.12,33771.52
243,01/29/2024 12:02:00,33.07,28897.28
244,01/29/2024 12:03:00,33.07,32133.12
245,01/29/2024 12:04:00,32.94,31918.08
246,01/29/2024 12:05:00,32.99,30504.96
247,01/29/2024 12:06:00,33.03,29818.88
248,01/29/2024 12:07:00,32.86,31211.52
249,01/29/2024 12:08:00,32.86,33873.92
250,01/29/2024 12:09:00,32.99,31539.20
251,01/29/2024 12:10:00,33.29,44482.56
252,01/29/2024 12:11:00,33.42,42127.36
253,01/29/2024 12:12:00,33.50,39157.76
254,01/29/2024 12:13:00,33.55,41226.24
255,01/29/2024 12:14:00,33.72,41277.44
256,01/29/2024 12:15:00,33.63,44584.96
257,01/29/2024 12:16:00,33.67,35051.52
258,01/29/2024 12:17:00,33.67,38246.40
259,01/29/2024 12:18:00,33.59,38963.20
260,01/29/2024 12:19:00,33.63,40529.92
261,01/29/2024 12:20:00,33.67,39546.88
262,01/29/2024 12:21:00,33.59,35584.00
263,01/29/2024 12:22:00,33.55,32051.20
264,01/29/2024 12:23:00,33.59,29757.44
265,01/29/2024 12:24:00,33.59,35932.16
266,01/29/2024 12:25:00,33.55,31068.16
267,01/29/2024 12:26:00,33.50,31324.16
268,01/29/2024 12:27:00,33.63,33126.40
269,01/29/2024 12:28:00,33.37,30976.00
270,01/29/2024 12:29:00,33.72,32645.12
271,01/29/2024 12:30:00,33.76,31508.48
272,01/29/2024 12:31:00,33.85,37222.40
273,01/29/2024 12:32:00,33.80,36403.20
274,01/29/2024 12:33:00,33.93,36925.44
275,01/29/2024 12:34:00,33.89,33914.88
276,01/29/2024 12:35:00,33.85,32215.04
277,01/29/2024 12:36:00,33.97,31272.96
278,01/29/2024 12:37:00,34.06,49172.48
279,01/29/2024 12:38:00,34.10,41922.56
280,01/29/2024 12:39:00,34.10,43171.84
281,01/29/2024 12:40:00,34.02,46059.52
282,01/29/2024 12:41:00,33.89,43212.80
283,01/29/2024 12:42:00,33.97,45670.40
284,01/29/2024 12:43:00,34.15,43806.72
285,01/29/2024 12:44:00,34.19,43151.36
286,01/29/2024 12:45:00,34.23,42414.08
287,01/29/2024 12:46:00,34.15,38174.72
288,01/29/2024 12:47:00,34.23,44441.60
289,01/29/2024 12:48:00,33.80,22794.24
290,01/29/2024 12:49:00,33.93,20218.88
291,01/29/2024 12:50:00,33.80,42086.40
292,01/29/2024 12:51:00,33.93,47247.36
293,01/29/2024 12:52:00,34.10,37283.84
294,01/29/2024 12:53:00,34.15,40724.48
295,01/29/2024 12:54:00,34.19,39884.80
296,01/29/2024 12:55:00,34.23,33034.24
297,01/29/2024 12:56:00,34.23,32696.32
298,01/29/2024 12:57:00,34.15,32419.84
299,01/29/2024 12:58:00,33.97,37027.84
300,01/29/2024 12:59:00,34.19,32839.68
301,01/29/2024 13:00:00,34.32,34263.04
302,01/29/2024 13:01:00,34.23,34140.16
303,01/29/2024 13:02:00,34.36,29470.72
304,01/29/2024 13:03:00,34.32,34283.52
305,01/29/2024 13:04:00,34.23,32563.20
306,01/29/2024 13:05:00,34.19,31395.84
307,01/29/2024 13:06:00,34.19,32440.32
308,01/29/2024 13:07:00,34.23,30617.60
309,01/29/2024 13:08:00,33.93,30218.24
310,01/29/2024 13:09:00,34.10,34816.00
311,01/29/2024 13:10:00,34.02,32819.20
312,01/29/2024 13:11:00,33.63,27074.56
313,01/29/2024 13:12:00,33.76,29440.00
314,01/29/2024 13:13:00,34.02,31385.60
315,01/29/2024 13:14:00,33.89,27586.56
316,01/29/2024 13:15:00,33.89,30412.80
317,01/29/2024 13:16:00,33.85,28999.68
318,01/29/2024 13:17:00,33.89,34211.84
319,01/29/2024 13:18:00,33.89,32307.20
320,01/29/2024 13:19:00,33.93,30248.96
321,01/29/2024 13:20:00,33.97,29562.88
322,01/29/2024 13:21:00,33.80,31272.96
323,01/29/2024 13:22:00,33.93,30177.28
324,01/29/2024 13:23:00,33.93,27371.52
325,01/29/2024 13:24:00,33.97,26030.08
326,01/29/2024 13:25:00,34.02,26839.04
327,01/29/2024 13:26:00,33.76,25159.68
328,01/29/2024 13:27:00,33.67,20106.24
329,01/29/2024 13:28:00,33.37,20413.44
330,01/29/2024 13:29:00,33.33,21442.56
331,01/29/2024 13:30:00,33.20,22077.44
332,01/29/2024 13:31:00,33.25,19635.20
333,01/29/2024 13:32:00,33.07,17387.52
334,01/29/2024 13:33:00,32.94,13148.16
335,01/29/2024 13:34:00,32.94,12098.56
336,01/29/2024 13:35:00,32.90,10014.72
337,01/29/2024 13:36:00,32.64,7498.24
338,01/29/2024 13:37:00,32.64,6338.56
339,01/29/2024 13:38:00,32.39,5642.24
340,01/29/2024 13:39:00,32.22,7201.28
341,01/29/2024 13:40:00,32.22,7229.44
342,01/29/2024 13:41:00,32.26,7270.40
343,01/29/2024 13:42:00,32.17,6891.52
344,01/29/2024 13:43:00,31.92,4814.08
345,01/29/2024 13:44:00,31.92,6456.32
346,01/29/2024 13:45:00,31.96,6272.00
347,01/29/2024 13:46:00,32.39,7554.56
348,01/29/2024 13:47:00,32.43,7567.36
349,01/29/2024 13:48:00,32.56,7518.72
350,01/29/2024 13:49:00,32.60,7311.36
351,01/29/2024 13:50:00,32.52,7180.80
352,01/29/2024 13:51:00,32.52,7290.88
353,01/29/2024 13:52:00,32.52,7111.68
354,01/29/2024 13:53:00,32.47,6996.48
355,01/29/2024 13:54:00,32.43,6807.04
356,01/29/2024 13:55:00,32.69,6745.60
357,01/29/2024 13:56:00,32.73,6581.76
358,01/29/2024 13:57:00,32.56,6694.40
359,01/29/2024 13:58:00,32.47,6625.28
360,01/29/2024 13:59:00,32.47,6722.56
361,01/29/2024 14:00:00,32.60,6643.20
362,01/29/2024 14:01:00,32.64,6510.08
363,01/29/2024 14:02:00,32.56,6520.32
364,01/29/2024 14:03:00,32.73,6387.20
365,01/29/2024 14:04:00,32.52,6392.32
366,01/29/2024 14:05:00,32.56,6182.40
367,01/29/2024 14:06:00,32.73,6248.96
368,01/29/2024 14:07:00,32.69,6092.80
369,01/29/2024 14:08:00,32.43,5931.52
370,01/29/2024 14:09:00,32.52,6087.68
371,01/29/2024 14:10:00,32.52,6146.56
372,01/29/2024 14:11:00,32.64,6085.12
373,01/29/2024 14:12:00,32.52,6028.80
374,01/29/2024 14:13:00,32.43,5969.92
375,01/29/2024 14:14:00,32.73,6008.32
376,01/29/2024 14:15:00,32.77,5731.84
377,01/29/2024 14:16:00,32.69,5468.16
378,01/29/2024 14:17:00,32.60,5378.56
379,01/29/2024 14:18:00,32.56,5460.48
380,01/29/2024 14:19:00,32.64,5496.32
381,01/29/2024 14:20:00,32.69,5332.48
382,01/29/2024 14:21:00,32.60,5169.92
383,01/29/2024 14:22:00,32.56,5291.52
384,01/29/2024 14:23:00,32.52,5322.24
385,01/29/2024 14:24:00,32.64,5480.96
386,01/29/2024 14:25:00,32.69,5519.36
387,01/29/2024 14:26:00,32.73,5716.48
388,01/29/2024 14:27:00,32.77,5754.88
389,01/29/2024 14:28:00,32.69,5506.56
390,01/29/2024 14:29:00,32.77,5557.76
391,01/29/2024 14:30:00,32.69,5422.08
392,01/29/2024 14:31:00,32.69,5498.88
393,01/29/2024 14:32:00,32.77,5360.64
394,01/29/2024 14:33:00,32.73,5411.84
395,01/29/2024 14:34:00,32.73,5498.88
396,01/29/2024 14:35:00,32.56,5460.48
397,01/29/2024 14:36:00,32.56,5294.08
398,01/29/2024 14:37:00,32.47,5332.48
399,01/29/2024 14:38:00,32.56,5226.24
400,01/29/2024 14:39:00,32.47,5177.60
401,01/29/2024 14:40:00,32.56,5194.24
402,01/29/2024 14:41:00,32.64,5288.96
403,01/29/2024 14:42:00,32.69,5304.32
404,01/29/2024 14:43:00,32.77,5422.08
405,01/29/2024 14:44:00,32.64,5519.36
406,01/29/2024 14:45:00,32.73,5429.76
407,01/29/2024 14:46:00,32.56,5322.24
408,01/29/2024 14:47:00,32.56,5250.56
409,01/29/2024 14:48:00,32.47,5514.24
410,01/29/2024 14:49:00,32.39,3676.16
411,01/29/2024 14:50:00,32.30,5516.80
412,01/29/2024 14:51:00,32.34,6008.32
413,01/29/2024 14:52:00,32.64,5928.96
414,01/29/2024 14:53:00,32.34,6026.24
415,01/29/2024 14:54:00,32.56,6397.44
416,01/29/2024 14:55:00,32.47,6005.76
417,01/29/2024 14:56:00,32.56,6205.44
418,01/29/2024 14:57:00,32.56,6184.96
419,01/29/2024 14:58:00,32.52,6223.36
420,01/29/2024 14:59:00,32.39,5839.36
421,01/29/2024 15:00:00,32.43,5388.80
422,01/29/2024 15:01:00,32.47,5422.08
423,01/29/2024 15:02:00,32.47,5276.16
424,01/29/2024 15:03:00,32.30,5084.16
425,01/29/2024 15:04:00,32.22,4883.20
426,01/29/2024 15:05:00,32.47,4751.36
427,01/29/2024 15:06:00,32.52,4570.88
428,01/29/2024 15:07:00,32.30,4327.68
429,01/29/2024 15:08:00,32.43,4789.76
430,01/29/2024 15:09:00,32.47,4913.92
431,01/29/2024 15:10:00,32.47,4826.88
432,01/29/2024 15:11:00,32.64,4796.16
433,01/29/2024 15:12:00,32.60,4958.72
434,01/29/2024 15:13:00,32.73,4952.32
435,01/29/2024 15:14:00,32.64,4785.92
436,01/29/2024 15:15:00,32.43,4692.48
437,01/29/2024 15:16:00,32.47,4674.56
438,01/29/2024 15:17:00,32.52,4757.76
439,01/29/2024 15:18:00,32.47,4615.68
440,01/29/2024 15:19:00,32.47,4672.00
441,01/29/2024 15:20:00,32.47,4654.08
442,01/29/2024 15:21:00,32.47,4584.96
443,01/29/2024 15:22:00,32.60,4422.40
444,01/29/2024 15:23:00,32.56,4158.72
445,01/29/2024 15:24:00,32.43,4256.00
446,01/29/2024 15:25:00,32.39,4238.08
447,01/29/2024 15:26:00,32.60,4124.16
448,01/29/2024 15:27:00,32.64,4124.16
449,01/29/2024 15:28:00,32.73,4030.72
450,01/29/2024 15:29:00,32.86,4148.48
451,01/29/2024 15:30:00,32.73,4040.96
452,01/29/2024 15:31:00,32.64,4023.04
453,01/29/2024 15:32:00,32.64,3866.88
454,01/29/2024 15:33:00,32.52,3586.56
455,01/29/2024 15:34:00,32.69,4148.48
456,01/29/2024 15:35:00,32.69,4234.24
457,01/29/2024 15:36:00,32.69,4183.04
458,01/29/2024 15:37:00,32.56,4151.04
459,01/29/2024 15:38:00,32.56,4148.48
460,01/29/2024 15:39:00,32.52,3586.56
461,01/29/2024 15:40:00,32.60,3676.16
462,01/29/2024 15:41:00,32.52,3628.80
463,01/29/2024 15:42:00,32.60,3645.44
464,01/29/2024 15:43:00,32.60,3708.16
465,01/29/2024 15:44:00,32.60,4012.80
466,01/29/2024 15:45:00,32.60,3735.04
467,01/29/2024 15:46:00,32.47,2268.16
468,01/29/2024 15:47:00,32.39,3974.40
469,01/29/2024 15:48:00,32.17,3242.24
470,01/29/2024 15:49:00,32.17,3901.44
471,01/29/2024 15:50:00,32.30,4126.72
472,01/29/2024 15:51:00,32.34,3759.36
473,01/29/2024 15:52:00,32.09,3971.84
474,01/29/2024 15:53:00,32.13,3888.64
475,01/29/2024 15:54:00,32.09,3697.92
476,01/29/2024 15:55:00,32.39,3722.24
477,01/29/2024 15:56:00,32.09,3617.28
478,01/29/2024 15:57:00,32.13,3475.20
479,01/29/2024 15:58:00,32.26,3338.24
480,01/29/2024 15:59:00,32.34,3356.16
481,01/29/2024 16:00:00,32.30,3420.16
482,01/29/2024 16:01:00,32.26,3429.12
483,01/29/2024 16:02:00,32.17,3472.64
484,01/29/2024 16:03:00,32.26,3400.96
485,01/29/2024 16:04:00,32.09,3432.96
486,01/29/2024 16:05:00,32.26,3440.64
487,01/29/2024 16:06:00,32.13,3459.84
488,01/29/2024 16:07:00,32.09,3372.80
489,01/29/2024 16:08:00,32.17,3296.00
490,01/29/2024 16:09:00,32.09,2919.68
491,01/29/2024 16:10:00,32.22,2465.92
492,01/29/2024 16:11:00,32.13,2432.64
493,01/29/2024 16:12:00,32.13,2958.08
494,01/29/2024 16:13:00,32.04,3141.12
495,01/29/2024 16:14:00,32.00,3002.88
496,01/29/2024 16:15:00,31.96,2775.04
497,01/29/2024 16:16:00,31.96,2941.44
498,01/29/2024 16:17:00,31.96,2890.24
499,01/29/2024 16:18:00,31.74,2744.32
500,01/29/2024 16:19:00,31.83,2764.80
501,01/29/2024 16:20:00,31.87,2769.92
502,01/29/2024 16:21:00,31.83,2711.04
503,01/29/2024 16:22:00,31.70,1832.96
504,01/29/2024 16:23:00,31.83,2282.24
505,01/29/2024 16:24:00,31.74,2204.16
506,01/29/2024 16:25:00,31.83,2065.28
507,01/29/2024 16:26:00,31.66,2654.72
508,01/29/2024 16:27:00,31.79,2595.84
509,01/29/2024 16:28:00,31.74,2434.56
510,01/29/2024 16:29:00,31.70,2442.88
511,01/29/2024 16:30:00,31.66,2366.72
512,01/29/2024 16:31:00,31.70,2358.40
513,01/29/2024 16:32:00,31.83,2398.08
514,01/29/2024 16:33:00,31.79,2476.16
515,01/29/2024 16:34:00,31.66,2458.88
516,01/29/2024 16:35:00,31.70,2476.16
517,01/29/2024 16:36:00,31.79,2243.84
518,01/29/2024 16:37:00,31.92,2314.88
519,01/29/2024 16:38:00,31.87,2273.28
520,01/29/2024 16:39:00,31.74,2181.76
521,01/29/2024 16:40:00,31.70,2188.16
522,01/29/2024 16:41:00,31.66,2072.32
523,01/29/2024 16:42:00,31.83,2307.84
524,01/29/2024 16:43:00,31.70,2056.96
525,01/29/2024 16:44:00,31.70,1996.16
526,01/29/2024 16:45:00,31.61,1890.56
527,01/29/2024 16:46:00,31.40,1944.32
528,01/29/2024 16:47:00,31.66,1909.12
529,01/29/2024 16:48:00,31.61,1840.00
530,01/29/2024 16:49:00,31.61,1855.36
531,01/29/2024 16:50:00,31.61,1813.12
532,01/29/2024 16:51:00,31.40,1890.56
533,01/29/2024 16:52:00,31.57,1753.60
534,01/29/2024 16:53:00,31.66,1770.88
535,01/29/2024 16:54:00,31.66,1686.40
536,01/29/2024 16:55:00,31.70,1655.68
537,01/29/2024 16:56:00,31.83,1633.28
538,01/29/2024 16:57:00,31.74,1612.16
539,01/29/2024 16:58:00,31.83,1585.28
540,01/29/2024 16:59:00,31.83,1565.44
541,01/29/2024 17:00:00,31.53,1457.92
542,01/29/2024 17:01:00,31.66,1481.60
543,01/29/2024 17:02:00,31.96,1446.40
544,01/29/2024 17:03:00,32.17,1384.32
545,01/29/2024 17:04:00,32.26,1303.04
546,01/29/2024 17:05:00,32.17,1245.12
547,01/29/2024 17:06:00,32.22,1216.32
548,01/29/2024 17:07:00,32.13,1241.60
549,01/29/2024 17:08:00,32.17,1215.36
550,01/29/2024 17:09:00,32.13,1185.28
551,01/29/2024 17:10:00,32.17,1170.56
552,01/29/2024 17:11:00,32.13,1180.80
553,01/29/2024 17:12:00,32.04,1102.08
554,01/29/2024 17:13:00,32.17,1086.40
555,01/29/2024 17:14:00,32.13,1080.32
556,01/29/2024 17:15:00,32.34,1096.00
557,01/29/2024 17:16:00,32.26,1037.76
558,01/29/2024 17:17:00,31.79,914.88
559,01/29/2024 17:18:00,31.14,778.24
560,01/29/2024 17:19:00,31.01,799.04
561,01/29/2024 17:20:00,30.76,771.52
562,01/29/2024 17:21:00,30.84,744.64
563,01/29/2024 17:22:00,30.80,714.24
564,01/29/2024 17:23:00,30.63,694.72
565,01/29/2024 17:24:00,30.46,670.40
566,01/29/2024 17:25:00,30.28,636.80
567,01/29/2024 17:26:00,30.11,584.32
568,01/29/2024 17:27:00,30.33,582.56
569,01/29/2024 17:28:00,30.63,597.28
570,01/29/2024 17:29:00,30.20,617.28
571,01/29/2024 17:30:00,30.16,533.60
572,01/29/2024 17:31:00,30.07,587.84
573,01/29/2024 17:32:00,30.07,587.84
574,01/29/2024 17:33:00,30.28,623.84
575,01/29/2024 17:34:00,30.16,677.44
576,01/29/2024 17:35:00,30.33,608.64
577,01/29/2024 17:36:00,30.28,612.96
578,01/29/2024 17:37:00,30.16,681.60
579,01/29/2024 17:38:00,30.24,900.48
580,01/29/2024 17:39:00,30.28,910.40
581,01/29/2024 17:40:00,30.33,1074.24
582,01/29/2024 17:41:00,30.24,995.52
583,01/29/2024 17:42:00,30.03,1232.00
584,01/29/2024 17:43:00,30.16,1382.40
585,01/29/2024 17:44:00,30.24,1159.04
586,01/29/2024 17:45:00,30.20,975.36
587,01/29/2024 17:46:00,30.11,1041.28
588,01/29/2024 17:47:00,29.94,911.36
