"Plot Title: WL_876"
"#","Date Time, GMT-10:00","Abs Pres, psi (LGR S/N: 20810876, SEN S/N: 20810876)","Temp, °F (LGR S/N: 20810876, SEN S/N: 20810876)"
142,01/29/24 08:21:00 AM,14.6739,72.891
143,01/29/24 08:22:00 AM,14.6764,72.891
144,01/29/24 08:23:00 AM,14.6739,72.891
145,01/29/24 08:24:00 AM,14.6739,72.891
146,01/29/24 08:25:00 AM,14.6739,72.891
147,01/29/24 08:26:00 AM,14.6739,72.891
148,01/29/24 08:27:00 AM,14.6739,72.891
149,01/29/24 08:28:00 AM,14.6714,72.891
150,01/29/24 08:29:00 AM,14.6714,72.891
151,01/29/24 08:30:00 AM,14.6714,72.891
152,01/29/24 08:31:00 AM,14.6739,72.891
153,01/29/24 08:32:00 AM,14.6739,72.891
154,01/29/24 08:33:00 AM,14.6739,72.891
155,01/29/24 08:34:00 AM,14.6714,72.891
156,01/29/24 08:35:00 AM,14.6714,72.891
157,01/29/24 08:36:00 AM,14.6714,72.891
158,01/29/24 08:37:00 AM,14.6739,72.891
159,01/29/24 08:38:00 AM,14.6714,72.891
160,01/29/24 08:39:00 AM,14.6739,72.891
161,01/29/24 08:40:00 AM,14.6739,72.891
162,01/29/24 08:41:00 AM,14.6739,72.891
163,01/29/24 08:42:00 AM,14.6714,72.891
164,01/29/24 08:43:00 AM,14.6714,72.891
165,01/29/24 08:44:00 AM,14.6714,72.891
166,01/29/24 08:45:00 AM,14.6714,72.891
167,01/29/24 08:46:00 AM,14.6739,72.891
168,01/29/24 08:47:00 AM,14.6690,72.891
169,01/29/24 08:48:00 AM,14.6714,72.891
170,01/29/24 08:49:00 AM,14.6714,72.891
171,01/29/24 08:50:00 AM,14.6714,72.891
172,01/29/24 08:51:00 AM,14.6714,72.891
173,01/29/24 08:52:00 AM,14.6714,72.891
174,01/29/24 08:53:00 AM,14.6714,72.891
175,01/29/24 08:54:00 AM,14.6690,72.891
176,01/29/24 08:55:00 AM,14.6714,72.891
177,01/29/24 08:56:00 AM,14.6714,72.891
178,01/29/24 08:57:00 AM,14.6714,72.891
179,01/29/24 08:58:00 AM,14.6714,72.891
180,01/29/24 08:59:00 AM,14.6714,72.891
181,01/29/24 09:00:00 AM,14.6714,72.891
182,01/29/24 09:01:00 AM,14.6714,72.891
183,01/29/24 09:02:00 AM,14.6690,72.891
184,01/29/24 09:03:00 AM,14.6690,72.891
185,01/29/24 09:04:00 AM,14.6714,72.891
186,01/29/24 09:05:00 AM,14.6690,72.891
187,01/29/24 09:06:00 AM,14.6690,72.891
188,01/29/24 09:07:00 AM,14.6690,72.891
189,01/29/24 09:08:00 AM,14.6714,72.891
190,01/29/24 09:09:00 AM,14.6714,72.891
191,01/29/24 09:10:00 AM,14.6690,72.891
192,01/29/24 09:11:00 AM,14.6690,72.891
193,01/29/24 09:12:00 AM,14.6690,72.891
194,01/29/24 09:13:00 AM,14.6690,72.891
195,01/29/24 09:14:00 AM,14.6690,72.891
196,01/29/24 09:15:00 AM,14.6664,72.891
197,01/29/24 09:16:00 AM,14.6690,72.891
198,01/29/24 09:17:00 AM,14.6690,72.891
199,01/29/24 09:18:00 AM,14.6690,72.891
200,01/29/24 09:19:00 AM,14.6690,72.891
201,01/29/24 09:20:00 AM,14.6714,72.891
202,01/29/24 09:21:00 AM,14.6690,72.891
203,01/29/24 09:22:00 AM,14.6690,72.891
204,01/29/24 09:23:00 AM,14.6690,72.891
205,01/29/24 09:24:00 AM,14.6690,72.891
206,01/29/24 09:25:00 AM,14.6690,72.891
207,01/29/24 09:26:00 AM,14.6690,72.891
208,01/29/24 09:27:00 AM,14.6690,72.891
209,01/29/24 09:28:00 AM,14.6690,72.891
210,01/29/24 09:29:00 AM,14.6690,72.891
211,01/29/24 09:30:00 AM,14.6690,72.891
212,01/29/24 09:31:00 AM,14.6690,72.891
213,01/29/24 09:32:00 AM,14.6664,72.891
214,01/29/24 09:33:00 AM,14.6690,72.891
215,01/29/24 09:34:00 AM,14.6664,72.891
216,01/29/24 09:35:00 AM,14.6690,72.891
217,01/29/24 09:36:00 AM,14.6690,72.891
218,01/29/24 09:37:00 AM,14.6690,72.891
219,01/29/24 09:38:00 AM,14.6690,72.891
220,01/29/24 09:39:00 AM,14.6690,72.891
221,01/29/24 09:40:00 AM,14.6690,72.891
222,01/29/24 09:41:00 AM,14.6690,72.891
223,01/29/24 09:42:00 AM,14.6690,72.891
224,01/29/24 09:43:00 AM,14.6690,72.891
225,01/29/24 09:44:00 AM,14.6690,72.891
226,01/29/24 09:45:00 AM,14.6690,72.891
227,01/29/24 09:46:00 AM,14.6690,72.891
228,01/29/24 09:47:00 AM,14.6690,72.891
229,01/29/24 09:48:00 AM,14.6690,72.891
230,01/29/24 09:49:00 AM,14.6690,72.891
231,01/29/24 09:50:00 AM,14.6690,72.891
232,01/29/24 09:51:00 AM,14.6690,72.891
233,01/29/24 09:52:00 AM,14.6690,72.891
234,01/29/24 09:53:00 AM,14.6690,72.891
235,01/29/24 09:54:00 AM,14.6690,72.891
236,01/29/24 09:55:00 AM,14.6690,72.891
237,01/29/24 09:56:00 AM,14.6690,72.891
238,01/29/24 09:57:00 AM,14.6690,72.891
239,01/29/24 09:58:00 AM,14.6690,72.891
240,01/29/24 09:59:00 AM,14.6690,72.891
241,01/29/24 10:00:00 AM,14.6690,72.891
242,01/29/24 10:01:00 AM,14.6690,72.891
243,01/29/24 10:02:00 AM,14.6690,72.891
244,01/29/24 10:03:00 AM,14.6690,72.891
245,01/29/24 10:04:00 AM,14.6690,72.891
246,01/29/24 10:05:00 AM,14.6690,72.891
247,01/29/24 10:06:00 AM,14.6690,72.891
248,01/29/24 10:07:00 AM,14.6690,72.891
249,01/29/24 10:08:00 AM,14.6690,72.891
250,01/29/24 10:09:00 AM,14.6690,72.891
251,01/29/24 10:10:00 AM,14.6690,72.891
252,01/29/24 10:11:00 AM,14.6690,72.891
253,01/29/24 10:12:00 AM,14.6690,72.891
254,01/29/24 10:13:00 AM,14.6664,72.891
255,01/29/24 10:14:00 AM,14.6690,72.891
256,01/29/24 10:15:00 AM,14.6690,72.891
257,01/29/24 10:16:00 AM,14.6690,72.891
258,01/29/24 10:17:00 AM,14.6690,72.891
259,01/29/24 10:18:00 AM,14.6690,72.891
260,01/29/24 10:19:00 AM,14.6690,72.891
261,01/29/24 10:20:00 AM,14.6664,72.891
262,01/29/24 10:21:00 AM,14.6690,72.891
263,01/29/24 10:22:00 AM,14.6690,72.891
264,01/29/24 10:23:00 AM,14.6690,72.891
265,01/29/24 10:24:00 AM,14.6690,72.891
266,01/29/24 10:25:00 AM,14.6664,72.891
267,01/29/24 10:26:00 AM,14.6690,72.891
268,01/29/24 10:27:00 AM,14.6690,72.891
269,01/29/24 10:28:00 AM,14.6690,72.891
270,01/29/24 10:29:00 AM,14.6690,72.891
271,01/29/24 10:30:00 AM,14.6690,72.891
272,01/29/24 10:31:00 AM,14.6661,72.718
273,01/29/24 10:32:00 AM,14.6685,72.718
274,01/29/24 10:33:00 AM,14.6661,72.718
275,01/29/24 10:34:00 AM,14.6664,72.891
276,01/29/24 10:35:00 AM,14.6664,72.891
277,01/29/24 10:36:00 AM,14.6690,72.891
278,01/29/24 10:37:00 AM,14.6664,72.891
279,01/29/24 10:38:00 AM,14.6664,72.891
280,01/29/24 10:39:00 AM,14.6639,72.891
281,01/29/24 10:40:00 AM,14.6639,72.891
282,01/29/24 10:41:00 AM,14.6639,72.891
283,01/29/24 10:42:00 AM,14.6639,72.891
284,01/29/24 10:43:00 AM,14.6664,72.891
285,01/29/24 10:44:00 AM,14.6664,72.891
286,01/29/24 10:45:00 AM,14.6664,72.891
287,01/29/24 10:46:00 AM,14.6639,72.891
288,01/29/24 10:47:00 AM,14.6661,72.718
289,01/29/24 10:48:00 AM,14.6636,72.718
290,01/29/24 10:49:00 AM,14.6636,72.718
291,01/29/24 10:50:00 AM,14.6661,72.718
292,01/29/24 10:51:00 AM,14.6636,72.718
293,01/29/24 10:52:00 AM,14.6688,74.098
294,01/29/24 10:53:00 AM,14.6684,76.354
295,01/29/24 10:54:00 AM,14.6703,77.225
296,01/29/24 10:55:00 AM,14.6691,76.703
297,01/29/24 10:56:00 AM,14.6671,76.876
298,01/29/24 10:57:00 AM,14.6620,76.876
299,01/29/24 10:58:00 AM,14.6649,77.050
300,01/29/24 10:59:00 AM,14.6627,77.225
301,01/29/24 11:00:00 AM,14.6656,77.400
302,01/29/24 11:01:00 AM,14.6610,77.574
303,01/29/24 11:02:00 AM,14.6613,77.749
304,01/29/24 11:03:00 AM,14.6595,78.098
305,01/29/24 11:04:00 AM,14.6574,78.274
306,01/29/24 11:05:00 AM,14.6578,78.449
307,01/29/24 11:06:00 AM,14.6556,78.624
308,01/29/24 11:07:00 AM,14.6559,78.800
309,01/29/24 11:08:00 AM,14.6564,78.975
310,01/29/24 11:09:00 AM,14.6593,79.151
311,01/29/24 11:10:00 AM,14.6542,79.151
312,01/29/24 11:11:00 AM,14.6566,79.151
313,01/29/24 11:12:00 AM,14.6620,79.326
314,01/29/24 11:13:00 AM,14.6642,79.151
315,01/29/24 11:14:00 AM,14.6667,79.151
316,01/29/24 11:15:00 AM,14.6667,79.151
317,01/29/24 11:16:00 AM,14.6638,78.975
318,01/29/24 11:17:00 AM,14.6638,78.975
319,01/29/24 11:18:00 AM,14.6684,78.800
320,01/29/24 11:19:00 AM,14.6710,78.800
321,01/29/24 11:20:00 AM,14.6762,78.975
322,01/29/24 11:21:00 AM,14.6745,79.326
323,01/29/24 11:22:00 AM,14.6723,79.502
324,01/29/24 11:23:00 AM,14.6727,79.678
325,01/29/24 11:24:00 AM,14.6735,80.029
326,01/29/24 11:25:00 AM,14.6756,81.090
327,01/29/24 11:26:00 AM,14.6746,81.797
328,01/29/24 11:27:00 AM,14.6761,82.508
329,01/29/24 11:28:00 AM,14.6772,83.043
330,01/29/24 11:29:00 AM,14.6783,83.579
331,01/29/24 11:30:00 AM,14.6790,83.935
332,01/29/24 11:31:00 AM,14.6777,84.474
333,01/29/24 11:32:00 AM,14.6816,85.194
334,01/29/24 11:33:00 AM,14.6839,86.277
335,01/29/24 11:34:00 AM,14.7721,86.641
336,01/29/24 11:35:00 AM,14.7521,86.641
337,01/29/24 11:36:00 AM,15.1495,86.823
338,01/29/24 11:37:00 AM,15.1148,88.099
339,01/29/24 11:38:00 AM,15.1110,88.650
340,01/29/24 11:39:00 AM,15.1514,88.833
341,01/29/24 11:40:00 AM,15.1097,89.200
342,01/29/24 11:41:00 AM,15.1580,89.569
343,01/29/24 11:42:00 AM,15.1329,89.569
344,01/29/24 11:43:00 AM,15.1434,89.755
345,01/29/24 11:44:00 AM,15.1459,89.755
346,01/29/24 11:45:00 AM,15.1712,89.938
347,01/29/24 11:46:00 AM,15.1712,89.938
348,01/29/24 11:47:00 AM,15.1712,89.938
349,01/29/24 11:48:00 AM,15.1663,89.938
350,01/29/24 11:49:00 AM,15.1563,89.938
351,01/29/24 11:50:00 AM,15.1309,89.755
352,01/29/24 11:51:00 AM,15.1609,89.755
353,01/29/24 11:52:00 AM,15.1534,89.755
354,01/29/24 11:53:00 AM,15.1580,89.569
355,01/29/24 11:54:00 AM,15.1955,89.569
356,01/29/24 11:55:00 AM,15.1583,89.755
357,01/29/24 11:56:00 AM,15.1283,89.755
358,01/29/24 11:57:00 AM,15.1509,89.755
359,01/29/24 11:58:00 AM,15.1759,89.755
360,01/29/24 11:59:00 AM,15.1759,89.755
361,01/29/24 12:00:00 PM,15.1837,89.938
362,01/29/24 12:01:00 PM,15.1683,89.755
363,01/29/24 12:02:00 PM,15.1659,89.755
364,01/29/24 12:03:00 PM,15.1708,89.755
365,01/29/24 12:04:00 PM,15.1683,89.755
366,01/29/24 12:05:00 PM,15.1837,89.938
367,01/29/24 12:06:00 PM,15.1837,89.938
368,01/29/24 12:07:00 PM,15.1512,89.938
369,01/29/24 12:08:00 PM,15.1412,89.938
370,01/29/24 12:09:00 PM,15.1688,89.938
371,01/29/24 12:10:00 PM,15.1708,89.755
372,01/29/24 12:11:00 PM,15.1834,89.755
373,01/29/24 12:12:00 PM,15.1963,89.938
374,01/29/24 12:13:00 PM,15.1837,89.938
375,01/29/24 12:14:00 PM,15.1888,89.938
376,01/29/24 12:15:00 PM,15.2037,89.938
377,01/29/24 12:16:00 PM,15.1759,89.755
378,01/29/24 12:17:00 PM,15.2059,89.755
379,01/29/24 12:18:00 PM,15.1638,89.938
380,01/29/24 12:19:00 PM,15.1612,89.938
381,01/29/24 12:20:00 PM,15.1837,89.938
382,01/29/24 12:21:00 PM,15.1634,89.755
383,01/29/24 12:22:00 PM,15.1959,89.755
384,01/29/24 12:23:00 PM,15.1963,89.938
385,01/29/24 12:24:00 PM,15.1737,89.938
386,01/29/24 12:25:00 PM,15.1708,89.755
387,01/29/24 12:26:00 PM,15.1863,89.938
388,01/29/24 12:27:00 PM,15.1563,89.938
389,01/29/24 12:28:00 PM,15.1841,90.124
390,01/29/24 12:29:00 PM,15.2066,90.124
391,01/29/24 12:30:00 PM,15.1942,90.124
392,01/29/24 12:31:00 PM,15.1942,90.124
393,01/29/24 12:32:00 PM,15.1866,90.124
394,01/29/24 12:33:00 PM,15.1870,90.309
395,01/29/24 12:34:00 PM,15.2217,90.124
396,01/29/24 12:35:00 PM,15.2171,90.309
397,01/29/24 12:36:00 PM,15.2021,90.309
398,01/29/24 12:37:00 PM,15.1917,90.124
399,01/29/24 12:38:00 PM,15.1866,90.124
400,01/29/24 12:39:00 PM,15.1966,90.124
401,01/29/24 12:40:00 PM,15.1895,90.309
402,01/29/24 12:41:00 PM,15.2142,90.124
403,01/29/24 12:42:00 PM,15.1946,90.309
404,01/29/24 12:43:00 PM,15.1817,90.124
405,01/29/24 12:44:00 PM,15.1895,90.309
406,01/29/24 12:45:00 PM,15.2221,90.309
407,01/29/24 12:46:00 PM,15.2121,90.309
408,01/29/24 12:47:00 PM,15.2124,90.495
409,01/29/24 12:48:00 PM,15.2175,90.495
410,01/29/24 12:49:00 PM,15.2071,90.309
411,01/29/24 12:50:00 PM,15.1926,90.495
412,01/29/24 12:51:00 PM,15.2124,90.495
413,01/29/24 12:52:00 PM,15.2124,90.495
414,01/29/24 12:53:00 PM,15.1975,90.495
415,01/29/24 12:54:00 PM,15.2271,90.309
416,01/29/24 12:55:00 PM,15.2195,90.309
417,01/29/24 12:56:00 PM,15.2124,90.495
418,01/29/24 12:57:00 PM,15.2324,90.495
419,01/29/24 12:58:00 PM,15.2024,90.495
420,01/29/24 12:59:00 PM,15.2275,90.495
421,01/29/24 01:00:00 PM,15.2000,90.495
422,01/29/24 01:01:00 PM,15.2046,90.309
423,01/29/24 01:02:00 PM,15.2375,90.495
424,01/29/24 01:03:00 PM,15.2124,90.495
425,01/29/24 01:04:00 PM,15.2124,90.495
426,01/29/24 01:05:00 PM,15.2024,90.495
427,01/29/24 01:06:00 PM,15.2446,90.309
428,01/29/24 01:07:00 PM,15.2250,90.495
429,01/29/24 01:08:00 PM,15.2124,90.495
430,01/29/24 01:09:00 PM,15.2322,90.309
431,01/29/24 01:10:00 PM,15.2146,90.309
432,01/29/24 01:11:00 PM,15.2092,90.124
433,01/29/24 01:12:00 PM,15.2467,90.124
434,01/29/24 01:13:00 PM,15.2366,90.124
435,01/29/24 01:14:00 PM,15.2542,90.124
436,01/29/24 01:15:00 PM,15.2246,90.309
437,01/29/24 01:16:00 PM,15.2366,90.124
438,01/29/24 01:17:00 PM,15.2146,90.309
439,01/29/24 01:18:00 PM,15.2746,90.309
440,01/29/24 01:19:00 PM,15.2246,90.309
441,01/29/24 01:20:00 PM,15.2146,90.309
442,01/29/24 01:21:00 PM,15.2396,90.309
443,01/29/24 01:22:00 PM,15.2371,90.309
444,01/29/24 01:23:00 PM,15.2475,90.495
445,01/29/24 01:24:00 PM,15.2475,90.495
446,01/29/24 01:25:00 PM,15.2275,90.495
447,01/29/24 01:26:00 PM,15.2375,90.495
448,01/29/24 01:27:00 PM,15.2525,90.495
449,01/29/24 01:28:00 PM,15.2429,90.680
450,01/29/24 01:29:00 PM,15.2725,90.495
451,01/29/24 01:30:00 PM,15.2451,90.495
452,01/29/24 01:31:00 PM,15.2425,90.495
453,01/29/24 01:32:00 PM,15.2504,90.680
454,01/29/24 01:33:00 PM,15.2654,90.680
455,01/29/24 01:34:00 PM,15.2558,90.867
456,01/29/24 01:35:00 PM,15.2533,90.867
457,01/29/24 01:36:00 PM,15.2509,90.867
458,01/29/24 01:37:00 PM,15.2604,90.680
459,01/29/24 01:38:00 PM,15.2629,90.680
460,01/29/24 01:39:00 PM,15.2429,90.680
461,01/29/24 01:40:00 PM,15.2675,90.495
462,01/29/24 01:41:00 PM,15.2825,90.495
463,01/29/24 01:42:00 PM,15.2575,90.495
464,01/29/24 01:43:00 PM,15.2425,90.495
465,01/29/24 01:44:00 PM,15.2776,90.495
466,01/29/24 01:45:00 PM,15.2571,90.309
467,01/29/24 01:46:00 PM,15.2800,90.495
468,01/29/24 01:47:00 PM,15.2625,90.495
469,01/29/24 01:48:00 PM,15.2725,90.495
470,01/29/24 01:49:00 PM,15.2500,90.495
471,01/29/24 01:50:00 PM,15.2849,90.495
472,01/29/24 01:51:00 PM,15.3496,90.309
473,01/29/24 01:52:00 PM,15.2580,90.680
474,01/29/24 01:53:00 PM,15.2651,90.495
475,01/29/24 01:54:00 PM,15.3076,90.495
476,01/29/24 01:55:00 PM,15.2876,90.495
477,01/29/24 01:56:00 PM,15.2554,90.680
478,01/29/24 01:57:00 PM,15.2780,90.680
479,01/29/24 01:58:00 PM,15.2658,90.867
480,01/29/24 01:59:00 PM,15.2783,90.867
481,01/29/24 02:00:00 PM,15.2609,90.867
482,01/29/24 02:01:00 PM,15.2883,90.867
483,01/29/24 02:02:00 PM,15.3034,90.867
484,01/29/24 02:03:00 PM,15.2733,90.867
485,01/29/24 02:04:00 PM,15.2733,90.867
486,01/29/24 02:05:00 PM,15.2934,90.867
487,01/29/24 02:06:00 PM,15.3234,90.867
488,01/29/24 02:07:00 PM,15.2712,91.053
489,01/29/24 02:08:00 PM,15.2562,91.053
490,01/29/24 02:09:00 PM,15.2838,91.053
491,01/29/24 02:10:00 PM,15.2963,91.053
492,01/29/24 02:11:00 PM,15.2841,91.240
493,01/29/24 02:12:00 PM,15.2742,91.240
494,01/29/24 02:13:00 PM,15.2642,91.240
495,01/29/24 02:14:00 PM,15.2941,91.240
496,01/29/24 02:15:00 PM,15.3241,91.240
497,01/29/24 02:16:00 PM,15.2720,91.425
498,01/29/24 02:17:00 PM,15.2921,91.425
499,01/29/24 02:18:00 PM,15.2745,91.425
500,01/29/24 02:19:00 PM,15.2971,91.425
501,01/29/24 02:20:00 PM,15.2921,91.425
502,01/29/24 02:21:00 PM,15.2720,91.425
503,01/29/24 02:22:00 PM,15.3021,91.425
504,01/29/24 02:23:00 PM,15.2574,91.612
505,01/29/24 02:24:00 PM,15.2845,91.425
506,01/29/24 02:25:00 PM,15.3096,91.425
507,01/29/24 02:26:00 PM,15.2921,91.425
508,01/29/24 02:27:00 PM,15.3025,91.612
509,01/29/24 02:28:00 PM,15.2825,91.612
510,01/29/24 02:29:00 PM,15.2971,91.425
511,01/29/24 02:30:00 PM,15.2800,91.612
512,01/29/24 02:31:00 PM,15.2996,91.425
513,01/29/24 02:32:00 PM,15.2720,91.425
514,01/29/24 02:33:00 PM,15.2996,91.425
515,01/29/24 02:34:00 PM,15.2820,91.425
516,01/29/24 02:35:00 PM,15.3145,91.425
517,01/29/24 02:36:00 PM,15.2996,91.425
518,01/29/24 02:37:00 PM,15.2996,91.425
519,01/29/24 02:38:00 PM,15.3092,91.240
520,01/29/24 02:39:00 PM,15.2971,91.425
521,01/29/24 02:40:00 PM,15.2796,91.425
522,01/29/24 02:41:00 PM,15.2892,91.240
523,01/29/24 02:42:00 PM,15.2816,91.240
524,01/29/24 02:43:00 PM,15.2767,91.240
525,01/29/24 02:44:00 PM,15.2967,91.240
526,01/29/24 02:45:00 PM,15.2742,91.240
527,01/29/24 02:46:00 PM,15.2967,91.240
528,01/29/24 02:47:00 PM,15.3292,91.240
529,01/29/24 02:48:00 PM,15.3067,91.240
530,01/29/24 02:49:00 PM,15.2941,91.240
531,01/29/24 02:50:00 PM,15.2941,91.240
